Method ID,Method Name,Method Context 
D1252(A),Chemical Oxygen Demand by Titration,ASTM
I3562(S),Chemical Oxygen Demand by Titration,USDOI/USGS
I3562(W),Chemical Oxygen Demand by Titration,USDOI/USGS
5220-C,Chemical Oxygen Demand by Titration- Closed Reflux Method,APHA
5220-B,Chemical Oxygen Demand by Titration- Open Reflux Method,APHA
410.3,Chemical Oxygen Demand in Saline Waters,USEPA
8116,Chemical Oxygen Demand in Water,HACH
8230,Chemical Oxygen Demand in Water,HACH
973.46(E),Chemical Oxygen Demand of Water,AOAC
973.46(F),Chemical Oxygen Demand of Water,AOAC
973.46(G),Chemical Oxygen Demand of Water,AOAC
PMD-CGV,Chlorbromuron by GC,USEPA
D4947,Chlordane and Heptachlor Residues,ASTM
5510,Chlordane by GC/ECD,NIOSH
PMD-CHP,Chlorflurecol-Methyl Ester by UV Spec.,USEPA
9250,Chloride by Automated Colorimetry,USEPA
9251,Chloride by Automated Colorimetry,USEPA
8224,Chloride by Buret Titration,HACH
325.1,Chloride by Colorimetric Analysis I,USEPA
325.2,Chloride by Colorimetric Analysis II,USEPA
325.3,Chloride by Mercuric Nitrate Titration,USEPA
4500-CL-(G),Chloride by Mercuric Thiocyanate Flow Injection Analysis,APHA
8225,Chloride by Titration,HACH
973.51,Chloride in Water,AOAC
9252A,Chloride in Water and Waste by Titration,USEPA
9253,Chloride in Water and Waste by Titration,USEPA
I2187,Chloride in Water by Automated Colorimetry,USDOI/USGS
325_M(A),Chloride in Water by Colorimetry,USEPA
I1187,Chloride in Water by Colorimetry,USDOI/USGS
I2188,Chloride in Water by Colorimetry,USDOI/USGS
4500-CL-(E),Chloride in Water by Colorimetry- Automated Ferricyanide Method,APHA
4500-CL-(F),Chloride in Water by Ion Chromatography,APHA
9212,Chloride in Water by ISE,USEPA
D512(C),Chloride in Water by ISE-Cl,ASTM
D512(A),Chloride in Water by Mercurimetric Titration,ASTM
4500-CL-(D),Chloride in Water by Potentiometry,APHA
D512(B),Chloride in Water by Silver Nitrate Titration,ASTM
325_M(B),Chloride in Water by Titration,USEPA
I1183,Chloride in Water by Titration,USDOI/USGS
I1184,Chloride in Water by Titration,USDOI/USGS
4500-CL-(B),Chloride in Water by Titration- Argentometric Method,APHA
4500-CL-(C),Chloride in Water by Titration- Mercuric Nitrate Method,APHA
325.6,Chloride in Wet Deposition,IL/SWSD
D4458,Chloride Ions in Saline Waters,ASTM
D5085,"Chloride, Nitrate and Sulfate",ASTM
992.32,Chlorinated Acidic Residues in Water,AOAC
515.3,Chlorinated Acids by GC/ECD,USEPA
515.1,Chlorinated Acids in Water by CGC/ECD,USEPA
515.2,Chlorinated Acids in Water by GC,USEPA
555,Chlorinated Acids in Water by HPLC,USEPA
1668A,"Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",USEPA
1668B,"Chlorinated Biphenyl Congeners in Water, Soil, Sediment, Biosolids, and Tissue by HRGC/HRMS inter-lab QC",USEPA
5039,Chlorinated Camphene by GC/ECD,NIOSH
551.1,Chlorinated Compounds in Water Using GC-ECD,USEPA
5025,Chlorinated Diphenyl Oxide by GC/ECD,NIOSH
8150B,Chlorinated Herbicides by GC,USEPA
8151A,Chlorinated Herbicides by GC using Methylation or Pentafluorobenzylation Derivatization,USEPA
X_89_176(N),Chlorinated Herbicides by LC/MS,USEPA
X_89_176(P),Chlorinated Herbicides by LC/MS,USEPA
8151(S),Chlorinated Herbicides in Soils by GC,USEPA
615,Chlorinated Herbicides in Wastewater,USEPA
8151(W),Chlorinated Herbicides in Water by GC,USEPA
612,Chlorinated Hydrocarbons by GC,USEPA
8120A,Chlorinated Hydrocarbons by GC,USEPA
8121,Chlorinated Hydrocarbons by GC,USEPA
D5317,Chlorinated Organic Acid Compounds by GC,ASTM
508.1,"Chlorinated Pest., Herb. and Organohalide",USEPA
SFSAS_4,Chlorinated Pesticides in Fish,USEPA
SFSAS_3,Chlorinated Pesticides in Sediments,USEPA
P-001-1,Chlorinated Pesticides in Soil,USEPA
P-011-1,Chlorinated Pesticides in Soil by GC/ECD,USEPA
P-003-1,Chlorinated Pesticides in Water,USEPA
508,Chlorinated Pesticides in Water by GC,USEPA
1653,Chlorinated Phenolics by GC/MS,USEPA
CP-85.01,Chlorinated Phenolics in Water,NCASI
CP-86.01,Chlorinated Phenolics in Water,NCASI
6640-B,Chlorinated Phenoxy Herbicides in Water,APHA
D3478,Chlorinated Phenoxy-Acid Herbicides,ASTM
551,Chlorinated Solvents in Water by GC,USEPA
5014,Chlorinated Terphenyl by GC/ECD,NIOSH
OS030,Chlorinated VOCs in Water and Air,USDOE/ASD
6011,Chlorine and Bromine by IC,NIOSH
330.5,Chlorine by Spectrophotometry with DPD,USEPA
2350-B,Chlorine Demand/Requirement of Water,APHA
2350-C,Chlorine Dioxide Demand/Requirement of Water,APHA
4500-CLO(D),Chlorine Dioxide in Water by Colorimetry- DPD Method,APHA
4500-CLO(C),Chlorine Dioxide in Water by Titration- Amperometric Method I,APHA
4500-CLO(E),Chlorine Dioxide in Water by Titration- Amperometric Method II,APHA
4500-CLO(B),Chlorine Dioxide in Water by Titration- Iodometric Method,APHA
D1291,Chlorine Requirement or Demand of Water,ASTM
2015,Chloroacetaldehyde by GC/ECD,NIOSH
2008,Chloroacetic Acid by Ion Chromatography,NIOSH
PMD-CIB,Chlorobenzilate by GC,USEPA
PMD-CJL,Chloroneb by UV Spectroscopy,USEPA
PMD-CJO(LC),Chlorophacinone by HPLC,USEPA
PMD-CJO(UV1),Chlorophacinone by UV Spectroscopy,USEPA
PMD-CJO(UV2),Chlorophacinone by UV Spectroscopy,USEPA
221.1,Chlorophenoxy Acid and Pentachlorophenol,USFDA
O5105,Chlorophenoxy Acids in Bottom Material,USDOI/USGS
O7105,Chlorophenoxy Acids in Sediment,USDOI/USGS
PMD-CPH,Chlorophenoxy Herbicide Technical Data,USEPA
447,Chlorophyll a and b in phytoplankton by HPLC/UV,USEPA
B6640,Chlorophyll a-b in Periphyton by Chromatography/Fluorometry,USDOI/USGS
B6620,Chlorophyll a-b in Periphyton by Chromatography/Spectroscopy,USDOI/USGS
B6630,Chlorophyll a-b in Periphyton by HP Liquid Chromatography,USDOI/USGS
B6540,Chlorophyll a-b in Phytoplankton by Chromatography/Fluorometry,USDOI/USGS
B6520,Chlorophyll a-b in Phytoplankton by Chromatography/Spectroscopy,USDOI/USGS
B6530,Chlorophyll a-b in Phytoplankton by HP Liquid Chromatography,USDOI/USGS
10200-H,Chlorophyll a-b-c Determination,APHA
10200H(3),Chlorophyll a-b-c Determination by fluorometer,APHA
10200H(2),Chlorophyll a-b-c Determination by spectrophotometer,APHA
B6601,Chlorophyll a-b-c in Periphyton by Spectroscopy,USDOI/USGS
B6501,Chlorophyll a-b-c in Phytoplankton by Spectroscopy,USDOI/USGS
446,Chlorophylls and Pheopigments in Phytoplankton by Spectrophotometry,USEPA
PMD-CKA,"Chloropicrin and 1,3-DCPs by GC",USEPA
PMD-CKL(GC),Chlorothalonil by GC,USEPA
PMD-CKL(IR),Chlorothalonil by IR Spectroscopy,USEPA
977.06,"Chlorotoluron, Chloroxuron, or Metoxuron",AOAC
PMD-CKR(GC),Chloroxuron by GC,USEPA
PMD-CKR(IR),Chloroxuron in Dust by IR Spectroscopy,USEPA
PMD-CLD(GC),Chlorpyrifos by GC,USEPA
PMD-CLD(IR),Chlorpyrifos by IR Spectroscopy,USEPA
PMD-CLD(UV),Chlorpyrifos by UV Spectroscopy,USEPA
PMD-CLV,Chlorsulfuron by HPLC,USEPA
HERL_013,Cholinesterase Activity in Blood,USEPA
218.3,Chromium by Chelation Extraction FLAA,USEPA
218.1,Chromium by FLAA,USEPA
218.1_M,Chromium by FLAA,USEPA
7190,Chromium by FLAA,USEPA
7024,Chromium by Flame Atomic Absorption,NIOSH
218.2,Chromium by GFAA,USEPA
218.2_M,Chromium by GFAA,USEPA
7191,Chromium by GFAA,USEPA
3500-CR(B),Chromium Colormetric Method,21CABCH_WQX
3500-CR(B),Chromium Colormetric Method,TCEQMAIN
CTM-006,Chromium Emissions from Electroplaters,USEPA
306,Chromium Emissions from Electroplating,USEPA
306A,Chromium Emissions from Electroplating,USEPA
I5236,Chromium in Bottom Material by FLAA,USDOI/USGS
I1238,Chromium in Water by Chelation and FLAA,USDOI/USGS
I3238,Chromium in Water by Chelation and FLAA,USDOI/USGS
I7238,Chromium in Water by Chelation and FLAA,USDOI/USGS
D1687(B),Chromium in Water By FLAA,ASTM
I1236,Chromium in Water by FLAA,USDOI/USGS
I3236,Chromium in Water by FLAA,USDOI/USGS
I7236,Chromium in Water by FLAA,USDOI/USGS
3500-CR(B),Chromium in Water by FLAA or GFAA,APHA
D1687(C),Chromium in Water By GFAA,ASTM
I1235,Chromium in Water by GFAA,USDOI/USGS
3500-CR(C),Chromium in Water by ICP,APHA
3500-CR(E),Chromium in Water by Ion Chromatography,APHA
D5257,Chromium in Water by Ion Chromatography,ASTM
D1687(A),Chromium VI in Water,ASTM
10218,"Chromium, Hexavalent, 1,5-Diphenylcarbohydrazide Method",HACH
10219,"Chromium, Total, 1,5-Diphenylcarbohydrazide Method",HACH
CR-01,Chromium-51 in Water Samples,USEPA
PMD-CMN,Cinmethalin by GC,USEPA
300.6,"Cl, PO4, NO3 and SO4 - IONCHR",IL/SWSD
977.26,Clostridium botulinum and Toxins in Food,AOAC
993.1,Clostridium perfringens from Shellfish,AOAC
974.38,Clostridium perfringens in Foods,AOAC
976.3,Clostridium perfringens in Foods,AOAC
P-009-1,CLP Pesticide/PCB in Water/Soil by GC/EC,USEPA
I5300,CN in Bottom Material by Colorimetry,USDOI/USGS
I6302,CN in Bottom Material by Colorimetry,USDOI/USGS
D2035,Coagulation-Flocculation Test of Water,ASTM
219.1,Cobalt by FLAA,USEPA
219.1_M,Cobalt by FLAA,USEPA
7200,Cobalt by FLAA,USEPA
7027,Cobalt by Flame Atomic Absorption,NIOSH
219.2,Cobalt by GFAA,USEPA
219.2_M,Cobalt by GFAA,USEPA
7201,Cobalt by GFAA,USEPA
I5239,Cobalt in Bottom Material by FLAA,USDOI/USGS
D3558(B),Cobalt in Water by Chelation and FLAA,ASTM
I1240,Cobalt in Water by Chelation and FLAA,USDOI/USGS
I3240,Cobalt in Water by Chelation and FLAA,USDOI/USGS
I7240,Cobalt in Water by Chelation and FLAA,USDOI/USGS
D3558(A),Cobalt in Water by FLAA,ASTM
I1239,Cobalt in Water by FLAA,USDOI/USGS
I3239,Cobalt in Water by FLAA,USDOI/USGS
I7239,Cobalt in Water by FLAA,USDOI/USGS
3500-CO(B),Cobalt in Water by FLAA or GFAA,APHA
D3558(C),Cobalt in Water by GFAA,ASTM
I1241,Cobalt in Water by GFAA,USDOI/USGS
3500-CO(C),Cobalt in Water by ICP,APHA
C-002-1,COD by Open Reflux,USEPA
D1252(B),COD by Spectrophotometry,ASTM
991.14,Coliform and E. coli Counts in Foods,AOAC
8368,"Coliform Bacteria, Fecal MPN",HACH
Colilert,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,IDEXX
Colilert,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,WQXTEST
Colilert-18,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,IDEXX
Colilert-18,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,WQXTEST
Colilert-182000,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,IDEXX
Colilert-182000,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,WQXTEST
Colilert/2000,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,IDEXX
Colilert/2000,Coliform/E. coli Enzyme substrate test; ONPG-MUG test,WQXTEST
Colisure,Coliform/E. coli Results in 24 Hours,IDEXX
3.3-B,Coliforms - Cytochrome Oxidase,APHA
3.3-C,Coliforms - IMViC,APHA
989.11,Coliforms in Dairy Products,AOAC
3.2-B,Coliforms in Seawater and Shellfish,APHA
3.2-C,Coliforms in Seawater and Shellfish,APHA
3.2-D,Coliforms in Shellfish,APHA
3.4,Coliforms- Membrane Filter,APHA
3.5,Coliforms- Plate Count,APHA
D4201,Coliphages in Water by Counting,ASTM
110.2,Color Analysis Using Platinum/Cobalt,USEPA
110.1,Color by Calculating ADMI Values,USEPA
110.3,Color by Spectrophotometric Analysis,USEPA
2120-C,Color in Water by Spectrophotometry,APHA
2120-B,Color in Water by Visual Comparison,APHA
I1250,Color in Water by Visual Comparison,USDOI/USGS
2120-E,Color in Water Using the ADMI Method,APHA
2120-D,Color in Water Using Tristimulus Filters,APHA
8025,"Color, APHA Platinum-Cobalt",HACH
8515,Colorimetric Method for TNT in Soil,USEPA
MS110,Colorimetric Test for CrO4+,USDOE/ASD
MS210,Colorimetric Test for Lead in Water,USDOE/ASD
MS410(W),Colorimetric Test for Nickel in Water,USDOE/ASD
MS310(S),Colorimetric Test for NO3+ in Soil,USDOE/ASD
MS310(W),Colorimetric Test for NO3+ in Water,USDOE/ASD
D698,Compaction Characteristics of Soil,ASTM
120.1,Conductance,USEPA
E1924,Conducting toxicity test with bioluminescent dinoflagellates,ASTM
2510B,Conductivity - Laboratory Method,APHA
D1125(A),Conductivity and Resistivity in Water,ASTM
D1125(B),Conductivity and Resistivity in Water,ASTM
120.1_M,Conductivity in Industrial Waste,USEPA
2510,Conductivity in Water,APHA
8160,Conductivity in Water by Direct Measurement,HACH
M-02-CON,Conductivity Measurements,USDOE/EML
992.3,Confirmed Total Coliform/E. coli in Food,AOAC
C-018-1,Controlled Pumping Test in Wells,USEPA
220.1,Copper by FLAA,USEPA
220.1_M,Copper by FLAA,USEPA
7210,Copper by FLAA,USEPA
7029,Copper by Flame Atomic Absorption,NIOSH
220.2,Copper by GFAA,USEPA
220.2_M,Copper by GFAA,USEPA
7211,Copper by GFAA,USEPA
I5270,Copper in Bottom Material by FLAA,USDOI/USGS
8506,Copper in Water,HACH
D1688(B),Copper in Water By Chelation and FLAA,ASTM
I1271,Copper in Water by Chelation and FLAA,USDOI/USGS
I3271,Copper in Water by Chelation and FLAA,USDOI/USGS
I7271,Copper in Water by Chelation and FLAA,USDOI/USGS
D1688(A),Copper in Water By FLAA,ASTM
I1270,Copper in Water by FLAA,USDOI/USGS
I3270,Copper in Water by FLAA,USDOI/USGS
I7270,Copper in Water by FLAA,USDOI/USGS
3500-CU(B),Copper in Water by FLAA or GFAA,APHA
D1688(C),Copper in Water By GFAA,ASTM
I1272,Copper in Water by GFAA,USDOI/USGS
3500-CU(C),Copper in Water by ICP,APHA
3500-CU(E),Copper in Water by Spectrophotometry- Bathocuproine Method,APHA
3500-CU(D),Copper in Water by Spectrophotometry- Neocuproine Method,APHA
D2776,Corrosivity,ASTM
D2688(A),Corrosivity of Water Using Metal Coupons,ASTM
D2688(B),Corrosivity of Water Using Pipe Inserts,ASTM
PMD-COQ,Coumafuryl by UV Spectroscopy,USEPA
PMD-COR(GC),Coumaphos by GC,USEPA
PMD-COR(LC),Coumaphos by HPLC,USEPA
PMD-COR(IR),Coumaphos by IR Spectroscopy,USEPA
2546,Cresol and Phenol by GC/FID,NIOSH
TO-8,Cresols and Phenols in Air by HPLC,USEPA
3516,Crotonaldehyde by Differential Pulse Polar.,NIOSH
PMD-CRO,Crotoxyphos by GC,USEPA
1623,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,USEPA
D934(A),Crystalline Compounds in Water Deposits,ASTM
D934(B),Crystalline Compounds in Water Deposits,ASTM
7602,Crystalline Silica by Infra-Red Absorption,NIOSH
7601,Crystalline Silica by VIS,NIOSH
7500,Crystalline Silica by X-Ray Diffraction,NIOSH
7603,Crystalline Silica in Coal Mine Dust,NIOSH
1622,Crytosporidium in Water by Filtration/IMS/FA - April 2001 Update,USEPA
PMD-CU-S,Cupric Ion by Ion Chromatography,USEPA
4500-CN(L),Cyanates in Waste Using an ISE,APHA
PMD-CUC,Cyanazine by IR Spectroscopy,USEPA
629,Cyanazine in Wastewater by HPLC,USEPA
335.2(MIDI),Cyanide Analysis by MIDI Distillation,USEPA
7904,Cyanide by Ion Specific Electrode,NIOSH
MU012R,Cyanide by Microdistillation and Argento,USDOE/ASD
335.4,Cyanide by Semi-Automated Colorimetry,USEPA
9013,Cyanide Extraction for Solids and Oils,USEPA
ME355.01,Cyanide in Drinking Water by GC/MS,Leck Mitchell
SFSAS_9,Cyanide in Fish,USEPA
SFSAS_8,Cyanide in Sediment,USEPA
335.63,Cyanide in Waste by Colorimetry,USEPA
8027,Cyanide in Water,HACH
4500-CN(C),Cyanide in Water after Distillation,APHA
D4374,Cyanide in Water by Automated Methods,ASTM
4500-CN(E),Cyanide in Water by Colorimetry,APHA
I1300,Cyanide in Water by Colorimetry,USDOI/USGS
I2302,Cyanide in Water by Colorimetry,USDOI/USGS
I3300,Cyanide in Water by Colorimetry,USDOI/USGS
I4302,Cyanide in Water by Colorimetry,USDOI/USGS
9213,Cyanide in Water by ISE,USEPA
4500-CN(D),Cyanide in Water by Titration,APHA
4500-CN(F),Cyanide in Water Using ISE,APHA
335.1,Cyanides Amenable to Chlorination,USEPA
4500-CN(G),Cyanides Amenable to Chlorination after Distillation,APHA
4500-CN(H),Cyanides Amenable to Chlorination without Distallation,APHA
D5049(A),Cyanides in Waste - Chloramine T,ASTM
D5049(C),Cyanides in Waste - Cyantesmo Paper,ASTM
D5049(D),Cyanides in Waste - Gas Detector Tube,ASTM
D5049(B),Cyanides in Waste - Prussian Blue,ASTM
D2036(A),Cyanides in Water After Distillation,ASTM
D2036(B),Cyanides in Water by Colorimetry,ASTM
D2036(C),Cyanides in Water by Colorimetry,ASTM
D2036(D),Cyanides without Distillation,ASTM
4500-CN(J),Cyanogen Chloride in Water,APHA
D4165,Cyanogen Chloride in Water,ASTM
5030,Cyanuric Acid by HPLC/UV,NIOSH
PMD-CYZ(GC2),Cyromazine in Armor by GC,USEPA
PMD-CYZ(GC3),Cyromazine in Armor Premix by GC,USEPA
PMD-CYZ(GC1),Cyromazine in Trigard 75W by GC,USEPA
PMD-DAL,Dalapon by IR Spectroscopy,USEPA
1002,"DAPHNID, CERIODAPHNIA DUBIA, SURVIVAL AND REPRODUCTION TEST",USEPA
1659,Dazomet in Wastewater,USEPA
PMD-DEE(GC),DEET by GC,USEPA
PMD-DEE(LC),DEET by HPLC,USEPA
9222C,Delayed Incubation Total Coliform Procedure,APHA
5514,Demeton by GC/FPD,NIOSH
B0430,Denitrifying and Nitrate-reducing Bacteria- MPN Method,USDOI/USGS
D2186(A),Deposit-Forming Impurities in Steam,ASTM
D2186(B),Deposit-Forming Impurities in Steam,ASTM
D2186(C),Deposit-Forming Impurities in Steam,ASTM
D2186(D),Deposit-Forming Impurities in Steam,ASTM
5041A,Desorption of Sorbent Cartridge by GC/MS,USEPA
F60,Detection of Microbiological Contaminant,ASTM
522,"DETERM. OF 1,4-DIOXANE BY SOLID PHASE EXTRACTION AND GAS CHROMATOGRAPHY/MASS SPECTROMETRY WITH SELECTED ION MONITORING",USEPA
NITRO-13,Determination of Ammonium Nitrogen,USDOC/NOAA
300_M,Determination of Anions by IC,USEPA
639,Determination of Bendiocarb in Water,USEPA
643,Determination of Bentazon in Wastewater,USEPA
10200-I,Determination of Biomass (Standing Crop),APHA
CTM-001,Determination of Butadiene Emissions,USEPA
440(S),Determination of Carbon and Nitrogen,USEPA
440(W),Determination of Carbon and Nitrogen,USEPA
CTM-005,Determination of Condensable Emissions,USEPA
CTM-011,Determination of Halogenated Organics,USEPA
CTM-004,Determination of HCl Emissions,USEPA
300,Determination of Inorganic Anions by Ion Chromatography,USEPA
300.1,Determination of Inorganic Anions in Drinking Water by Ion Chromatography,USEPA
1001,"Determination of Lead, for use in Lead and Copper Rule compliance monitoring",HACH
909,Determination of Lead-210 in Drinking Water,USEPA
RP280,Determination of Lead-210 in Water,USDOE/ASD
353.4,Determination of Nitrite and Nitrate,USEPA
203,Determination of Opacity of Emissions,USEPA
638,Determination of Oryzalin in Wastewater,USEPA
202,Determination of Particulate Emission,USEPA
CTM-002,Determination of Particulate Matter,USEPA
3640A,Determination of Percent Solids (Context = SW-846),USEPA
644,Determination of Picloram in Wastewater,USEPA
201(CSR),Determination of PM10 Emissions,USEPA
201(EGR),Determination of PM10 Emissions,USEPA
912,Determination of Polonium-210 in Drinking Water by Alpha Particle Counting,USEPA
RP735,Determination of Total Fissile Content,USDOE/ASD
415.3,Determination of Total Organic Carbon and Specific UV Absorbance at 254 nm in Source Water and Drinking Water,USEPA
8195,Determination of Turbidity,HACH
TO15,"Determination Of Volatile Organic Compounds In Air, Specially-PreparedCanisters(GC/MS)",USEPA
PMD-DFN,Diazinon by HPLC,USEPA
2515,Diazomethane by GC/FID,NIOSH
1RM-20,Dibenzofuran and Dibenzo-p-dioxin,ENV/CANADA
6006,Diborane by Plasma Emission Spectrometry,NIOSH
5017,Dibutyl Phosphate by GC/FPD,NIOSH
PMD-DGL,Dibutyl Succinate by Titration,USEPA
PMD-DIC,DICA by HPLC,USEPA
PMD-DGV,Dichlone by IR Spectroscopy,USEPA
965.36,Dichlone Pesticide Residues,AOAC
PMD-DJA,Dichloran in Dusts by IR Spectroscopy,USEPA
1004,Dichloroethyl Ether by GC/FID,NIOSH
2516,Dichlorofluoromethane by GC/FID,NIOSH
PMD-ACG(LC1),Dicofol by HPLC,USEPA
PMD-DJG,Dicrotophos by IR Spectroscopy,USEPA
1651,Diesel Oil in Muds by GC/FID,USEPA
983.26,Differentiation of Bacillus cereus Group,AOAC
1663,Differentiation of Oil by GC/FID,USEPA
1012,Difluorodibromomethane by GC/FID,NIOSH
I-002-1,Digestion/Analysis of Soil by Flame AA,USEPA
I-004-1,Digestion/Analysis of Waters by FLAA,USEPA
PMD-DME,Dimethoate by GC,USEPA
PMD-DNE,Dimethyl Phthalate by GC,USEPA
2524,Dimethyl Sulfate by GC/ECD,NIOSH
PMD-DNR,Dinitramine by GC,USEPA
646,Dinitro Aromatic Pesticides in Water,USEPA
627,Dinitroaniline Pesticides in Wastewater,USEPA
PMD-DNZ(IR),Dinocap by IR Spectroscopy,USEPA
PMD-DNZ(TITR),Dinocap by TKN and Titration,USEPA
PMD-DOG,Dinoseb by IR Spectroscopy,USEPA
1602,Dioxane by GC/FID,NIOSH
TO-9,Dioxin in Air by HRGC/HRMS,USEPA
1613(S),Dioxins and Furans - Solids,USEPA
1613(W),Dioxins and Furans - Water,USEPA
PMD-DMF,"Dioxins in 2,4-D and 2,4,5-T by GC/MS",USEPA
PMD-DOZ(LC1),Diphacinone by HPLC,USEPA
PMD-DOZ(LC2),Diphacinone by HPLC,USEPA
PMD-DOZ(UV),Diphacinone in Baits by UV Spectroscopy,USEPA
PMD-DPA(GC),Diphenamid by GC,USEPA
PMD-DPA(IR),Diphenamid by IR Spectroscopy,USEPA
2530,Diphenyl by GC/FID,NIOSH
PMD-DPF,Diphenylamine by GC,USEPA
620,Diphenylamine in Wastewater by GC,USEPA
PMD-DQT,Diquat (Dibromide) by HPLC,USEPA
549.1,Diquat and Paraquat in Water by HPLC,USEPA
549,Diquat and Paraquat in Water by HPLC/UV,USEPA
549.2,Diquat and Paraquat in Water Using HPLC/UV,USEPA
992.17,Diquat and Paraquat Residues in Potatoes,AOAC
9216-B,Direct Total Microbial Count- Epifluorescence Method,APHA
6252-B,Disinfection By-Products:  Aldehydes,APHA
6251-B,Disinfection By-Products: Haloacetic Acids and Trichlorophenol,APHA
D6919-03,"Dissolved Alkali, Alkaline Earth Cations and Ammonium by Ion Chromatography",ASTM
O1105,Dissolved Chlorophenoxy Acids in Water,USDOI/USGS
2810,Dissolved Gas Supersaturation,APHA
993.23,Dissolved Hexavalent Chromium in Water,AOAC
5320-B,Dissolved Organic Halogen in Water,APHA
D888(B),Dissolved Oxygen by Instrumental Probe,ASTM
D888(C),Dissolved Oxygen by Luminescence-based Senor,ASTM
360.2,Dissolved Oxygen by Winkler Technique,USEPA
8157,Dissolved Oxygen in Water,HACH
8229,Dissolved Oxygen in Water,HACH
360.1,Dissolved Oxygen Using an ISE,USEPA
I1600,Dissolved Phosphorus by Colorimetry,USDOI/USGS
370.1,Dissolved Silica by Colorimetry,USEPA
PMD-DSN(GC),Disulfoton and Fensulfothion by GC/FID,USEPA
PMD-DSN(IR),Disulfoton by IR Spectroscopy,USEPA
630,Dithiocarbamate Pesticides in Wastewater,USEPA
630.1,Dithiocarbamate Pesticides in Water,USEPA
PMD-DUR(LC),Diuron by HPLC,USEPA
PMD-DUR(IR),Diuron by IR Spectroscopy,USEPA
964.19,Dodine Pesticide Residues,AOAC
5013,"Dyes, Benzidine, o-Tolidine, o-Dianisidi",NIOSH
9213D,E. coli by Membrane filtration plating on mTEC agar,APHA
984.35,E. coli Enterotoxins,AOAC
988.19,E. Coli in Chilled/Frozen Food,AOAC
1104,E. coli in Drinking Water/EC Medium with Mug Tub,USEPA
9213-D,E. coli method,APHA
984.34,E. coli Producing Heat-Labile Enterotoxin,AOAC
8011,EDB and DBCP by Gas Chromatography,USEPA
D5316,EDB and DBCP by Microextraction and GC,ASTM
6231-B,EDB and DBCP in Water by CGC,APHA
6231-D,EDB and DBCP in Water by CGC,APHA
6231-C,EDB and DBCP in Water by CGC/MS,APHA
504,EDB and DBCP in Water by GC,USEPA
504.1,"EDB, DBCP and 123TCP in Water by GC",USEPA
PMD-EDF,Edifenphos by GC,USEPA
2340C,EDTA Titrimetric Method (Hardness),APHA_SM20ED
